,string label,string srcItem,Source,string dstItem,Destination,needRank,SmithType,string smithType,string material1,string material2,string material3,string material4,string material5,Material 1,Material 2,Material 3,Material 4,Material 5,int materialNum1,int materialNum2,int materialNum3,int materialNum4,int materialNum5,int materialNum5,materialsCombined
190,RECIPE_0191,Spear_05_09,Hardened Spear,Spear_07_20,Amentum,6,Common,COMMON,MT_R1_MOKU_A,,,,,Fibrous Matter x70,,,,,70,0,0,0,0,,- Hardened Spear: Fibrous Matter x70 (Common Smithy)
191,RECIPE_0192,Spear_06_12,Grand Hardened Spear,Spear_07_19,Glaive,6,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x175,,,,,175,0,0,0,0,,- Grand Hardened Spear: Aes Crystal x175 (Common Smithy)
192,RECIPE_0193,Spear_06_12,Grand Hardened Spear,Spear_08_21,Grand Glaive,7,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x235,,,,,235,0,0,0,0,,- Grand Hardened Spear: Terra Crystal x235 (Common Smithy)
193,RECIPE_0194,Spear_06_12,Grand Hardened Spear,Spear_07_20,Amentum,6,Common,COMMON,MT_R1_MOKU_A,,,,,Fibrous Matter x60,,,,,60,0,0,0,0,,- Grand Hardened Spear: Fibrous Matter x60 (Common Smithy)
194,RECIPE_0195,Spear_07_19,Glaive,Spear_09_24,Beastman Spear,8,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x260,,,,,260,0,0,0,0,,- Glaive: Unda Crystal x260 (Common Smithy)
195,RECIPE_0196,Spear_07_19,Glaive,Spear_09_25,Aes Beastman Spear,8,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x260,,,,,260,0,0,0,0,,- Glaive: Aes Crystal x260 (Common Smithy)
196,RECIPE_0197,Spear_08_21,Grand Glaive,Spear_09_24,Beastman Spear,8,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x235,,,,,235,0,0,0,0,,- Grand Glaive: Unda Crystal x235 (Common Smithy)
197,RECIPE_0198,Spear_08_21,Grand Glaive,Spear_09_25,Aes Beastman Spear,8,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x235,,,,,235,0,0,0,0,,- Grand Glaive: Aes Crystal x235 (Common Smithy)
198,RECIPE_0199,Spear_09_24,Beastman Spear,Spear_12_37,Grand Obsidian Spear,11,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x350,,,,,350,0,0,0,0,,- Beastman Spear: Aes Crystal x350 (Common Smithy)
199,RECIPE_0200,Spear_09_24,Beastman Spear,Spear_11_33,Terra Obsidian Spear,10,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x320,,,,,320,0,0,0,0,,- Beastman Spear: Terra Crystal x320 (Common Smithy)
200,RECIPE_0201,Spear_09_24,Beastman Spear,Spear_11_35,Spontoon,10,Terra,DO,MT_R3_DO_A,MT_R3_KIN_A,,,,Whetstone x20,Ancient Jewel x20,,,,20,20,0,0,0,,"- Beastman Spear: Whetstone x20, Ancient Jewel x20 (Terra Smithy)"
201,RECIPE_0202,Spear_09_25,Aes Beastman Spear,Spear_11_32,Obsidian Spear,10,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x320,,,,,320,0,0,0,0,,- Aes Beastman Spear: Natura Crystal x320 (Common Smithy)
202,RECIPE_0203,Spear_09_25,Aes Beastman Spear,Spear_11_34,Unda Obsidian Spear,10,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x320,,,,,320,0,0,0,0,,- Aes Beastman Spear: Unda Crystal x320 (Common Smithy)
203,RECIPE_0204,Spear_09_25,Aes Beastman Spear,Spear_11_35,Spontoon,10,Terra,DO,MT_R3_DO_A,,,,,Whetstone x35,,,,,35,0,0,0,0,,- Aes Beastman Spear: Whetstone x35 (Terra Smithy)
204,RECIPE_0205,Spear_11_32,Obsidian Spear,Spear_13_40,Voulge,12,Terra,DO,MT_R3_DO_A,MT_R0_DO_A,,,,Whetstone x15,Terra Crystal x265,,,,15,265,0,0,0,,"- Obsidian Spear: Whetstone x15, Terra Crystal x265 (Terra Smithy)"
205,RECIPE_0206,Spear_12_37,Grand Obsidian Spear,Spear_13_40,Voulge,12,Terra,DO,MT_R3_DO_A,MT_R0_DO_A,,,,Whetstone x15,Terra Crystal x245,,,,15,245,0,0,0,,"- Grand Obsidian Spear: Whetstone x15, Terra Crystal x245 (Terra Smithy)"
206,RECIPE_0207,Spear_11_33,Terra Obsidian Spear,Spear_13_40,Voulge,12,Rare,RARE,MT_R3_DO_A,MT_R0_DO_A,,,,Whetstone x15,Terra Crystal x265,,,,15,265,0,0,0,,"- Terra Obsidian Spear: Whetstone x15, Terra Crystal x265 (Rare Smithy)"
207,RECIPE_0208,Spear_11_34,Unda Obsidian Spear,Spear_13_40,Voulge,12,Terra,DO,MT_R3_DO_A,MT_R0_DO_A,,,,Whetstone x15,Terra Crystal x265,,,,15,265,0,0,0,,"- Unda Obsidian Spear: Whetstone x15, Terra Crystal x265 (Terra Smithy)"
208,RECIPE_0209,Spear_01_03,Warrior's Spear,Spear_04_08,Grand Pike,3,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x115,,,,,115,0,0,0,0,,- Warrior's Spear: Aes Crystal x115 (Common Smithy)
209,RECIPE_0210,Spear_01_03,Warrior's Spear,Spear_03_06,Terra Pike,2,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x90,,,,,90,0,0,0,0,,- Warrior's Spear: Terra Crystal x90 (Common Smithy)
210,RECIPE_0211,Spear_01_03,Warrior's Spear,Spear_03_04,Halberd,2,Common,COMMON,MT_R0_MOKU_A,MT_R1_DO_A,,,,Natura Crystal x45,Bone Shard x15,,,,45,15,0,0,0,,"- Warrior's Spear: Natura Crystal x45, Bone Shard x15 (Common Smithy)"
211,RECIPE_0212,Spear_03_05,Pike,Spear_05_10,Pitchfork,4,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x145,,,,,145,0,0,0,0,,- Pike: Natura Crystal x145 (Common Smithy)
212,RECIPE_0213,Spear_03_05,Pike,Spear_06_13,Grand Pitchfork,5,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x175,,,,,175,0,0,0,0,,- Pike: Unda Crystal x175 (Common Smithy)
213,RECIPE_0214,Spear_03_05,Pike,Spear_05_09,Hardened Spear,4,Common,COMMON,MT_R0_KA_A,MT_R1_KIN_A,,,,Ignis Crystal x75,Ore Fragment x25,,,,75,25,0,0,0,,"- Pike: Ignis Crystal x75, Ore Fragment x25 (Common Smithy)"
214,RECIPE_0215,Spear_04_08,Grand Pike,Spear_05_10,Pitchfork,4,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x115,,,,,115,0,0,0,0,,- Grand Pike: Natura Crystal x115 (Common Smithy)
215,RECIPE_0216,Spear_04_08,Grand Pike,Spear_06_13,Grand Pitchfork,5,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x175,,,,,175,0,0,0,0,,- Grand Pike: Unda Crystal x175 (Common Smithy)
216,RECIPE_0217,Spear_04_08,Grand Pike,Spear_05_09,Hardened Spear,4,Common,COMMON,MT_R0_KA_A,MT_R1_KIN_A,,,,Ignis Crystal x60,Ore Fragment x20,,,,60,20,0,0,0,,"- Grand Pike: Ignis Crystal x60, Ore Fragment x20 (Common Smithy)"
217,RECIPE_0218,Spear_03_06,Terra Pike,Spear_06_13,Grand Pitchfork,5,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x175,,,,,175,0,0,0,0,,- Terra Pike: Unda Crystal x175 (Common Smithy)
218,RECIPE_0219,Spear_03_06,Terra Pike,Spear_05_11,Aes Pitchfork,4,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x145,,,,,145,0,0,0,0,,- Terra Pike: Aes Crystal x145 (Common Smithy)
219,RECIPE_0220,Spear_03_06,Terra Pike,Spear_05_09,Hardened Spear,4,Common,COMMON,MT_R0_KA_A,MT_R1_KIN_A,,,,Ignis Crystal x75,Ore Fragment x25,,,,75,25,0,0,0,,"- Terra Pike: Ignis Crystal x75, Ore Fragment x25 (Common Smithy)"
220,RECIPE_0221,Spear_05_10,Pitchfork,Spear_07_20,Amentum,6,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x205,,,,,205,0,0,0,0,,- Pitchfork: Ignis Crystal x205 (Common Smithy)
221,RECIPE_0222,Spear_05_10,Pitchfork,Spear_08_22,Grand Amentum,7,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x235,,,,,235,0,0,0,0,,- Pitchfork: Natura Crystal x235 (Common Smithy)
222,RECIPE_0223,Spear_05_10,Pitchfork,Spear_07_19,Glaive,6,Common,COMMON,MT_R3_DO_A,MT_R1_KIN_A,MT_R0_DO_A,,,Whetstone x10,Ore Fragment x25,Terra Crystal x70,,,10,25,70,0,0,,"- Pitchfork: Whetstone x10, Ore Fragment x25, Terra Crystal x70 (Common Smithy)"
223,RECIPE_0224,Spear_06_13,Grand Pitchfork,Spear_07_20,Amentum,6,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x175,,,,,175,0,0,0,0,,- Grand Pitchfork: Ignis Crystal x175 (Common Smithy)
224,RECIPE_0225,Spear_06_13,Grand Pitchfork,Spear_08_22,Grand Amentum,7,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x235,,,,,235,0,0,0,0,,- Grand Pitchfork: Natura Crystal x235 (Common Smithy)
225,RECIPE_0226,Spear_06_13,Grand Pitchfork,Spear_07_19,Glaive,6,Common,COMMON,MT_R3_DO_A,MT_R1_KIN_A,MT_R0_DO_A,,,Whetstone x10,Ore Fragment x20,Terra Crystal x60,,,10,20,60,0,0,,"- Grand Pitchfork: Whetstone x10, Ore Fragment x20, Terra Crystal x60 (Common Smithy)"
226,RECIPE_0227,Spear_05_11,Aes Pitchfork,Spear_08_22,Grand Amentum,7,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x235,,,,,235,0,0,0,0,,- Aes Pitchfork: Natura Crystal x235 (Common Smithy)
227,RECIPE_0228,Spear_05_11,Aes Pitchfork,Spear_07_20,Amentum,6,Natura,MOKU,MT_R2_MOKU_A,MT_R0_MOKU_A,,,,Latex x10,Natura Crystal x170,,,,10,170,0,0,0,,"- Aes Pitchfork: Latex x10, Natura Crystal x170 (Natura Smithy)"
228,RECIPE_0229,Spear_05_11,Aes Pitchfork,Spear_07_19,Glaive,6,Common,COMMON,MT_R3_DO_A,MT_R1_KIN_A,MT_R0_DO_A,,,Whetstone x10,Ore Fragment x25,Terra Crystal x70,,,10,25,70,0,0,,"- Aes Pitchfork: Whetstone x10, Ore Fragment x25, Terra Crystal x70 (Common Smithy)"
229,RECIPE_0230,Spear_07_20,Amentum,Spear_09_26,Winged Lance,8,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x260,,,,,260,0,0,0,0,,- Amentum: Terra Crystal x260 (Common Smithy)
230,RECIPE_0231,Spear_07_20,Amentum,Spear_09_24,Beastman Spear,8,Common,COMMON,MT_R0_KA_A,MT_R1_NIJI_A,MT_R1_DO_A,MT_R1_SUI_A,,Ignis Crystal x65,Fiend Blood x25,Bone Shard x25,Scale x25,,65,25,25,25,0,,"- Amentum: Ignis Crystal x65, Fiend Blood x25, Bone Shard x25, Scale x25 (Common Smithy)"
231,RECIPE_0232,Spear_08_22,Grand Amentum,Spear_09_26,Winged Lance,8,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x235,,,,,235,0,0,0,0,,- Grand Amentum: Terra Crystal x235 (Common Smithy)
232,RECIPE_0233,Spear_08_22,Grand Amentum,Spear_09_24,Beastman Spear,8,Common,COMMON,MT_R0_KA_A,MT_R1_NIJI_A,MT_R1_DO_A,MT_R1_SUI_A,,Ignis Crystal x60,Fiend Blood x20,Bone Shard x20,Scale x20,,60,20,20,20,0,,"- Grand Amentum: Ignis Crystal x60, Fiend Blood x20, Bone Shard x20, Scale x20 (Common Smithy)"
233,RECIPE_0234,Spear_09_26,Winged Lance,Spear_11_35,Spontoon,10,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x320,,,,,320,0,0,0,0,,- Winged Lance: Natura Crystal x320 (Common Smithy)
234,RECIPE_0235,Spear_09_26,Winged Lance,Spear_11_36,Unda Spontoon,10,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x320,,,,,320,0,0,0,0,,- Winged Lance: Unda Crystal x320 (Common Smithy)
235,RECIPE_0236,Spear_11_35,Spontoon,Spear_13_38,Astral Spear,12,Unda,SUI,MT_R3_SUI_A,MT_R0_SUI_A,,,,Icelight x15,Unda Crystal x265,,,,15,265,0,0,0,,"- Spontoon: Icelight x15, Unda Crystal x265 (Unda Smithy)"
236,RECIPE_0237,Spear_11_36,Unda Spontoon,Spear_13_38,Astral Spear,12,Rare,RARE,MT_R3_SUI_A,MT_R0_SUI_A,,,,Icelight x15,Unda Crystal x265,,,,15,265,0,0,0,,"- Unda Spontoon: Icelight x15, Unda Crystal x265 (Rare Smithy)"
237,RECIPE_0238,Spear_09_23,Dragonblood Spear,Spear_13_39,Gae Bolg,12,Ignis,KA,MT_R3_NIJI_A,MT_R0_NIJI_A,,,,Dragon Scale x20,Prisma Crystal x190,,,,20,190,0,0,0,,"- Dragonblood Spear: Dragon Scale x20, Prisma Crystal x190 (Ignis Smithy)"
238,RECIPE_0239,Spear_13_39,Gae Bolg,Spear_15_46,Elegant Gae Bolg,14,Ignis,KA,MT_R3_NIJI_A,MT_R0_NIJI_A,,,,Dragon Scale x25,Prisma Crystal x220,,,,25,220,0,0,0,,"- Gae Bolg: Dragon Scale x25, Prisma Crystal x220 (Ignis Smithy)"
239,RECIPE_0240,Spear_07_14,Ancient Redwood Spear,Spear_11_27,Redwood Spear,10,Rare,RARE,MT_R2_MOKU_A,MT_R0_MOKU_A,,,,Latex x45,Natura Crystal x65,,,,45,65,0,0,0,,"- Ancient Redwood Spear: Latex x45, Natura Crystal x65 (Rare Smithy)"
240,RECIPE_0241,Spear_11_27,Redwood Spear,Spear_15_41,Redwood Aram,14,Rare,RARE,MT_R3_MOKU_A,MT_R0_MOKU_A,,,,Screamroot x35,Natura Crystal x135,,,,35,135,0,0,0,,"- Redwood Spear: Screamroot x35, Natura Crystal x135 (Rare Smithy)"
241,RECIPE_0242,Spear_07_15,Ancient Volcano Spear,Spear_11_28,Volcano Spear,10,Rare,RARE,MT_R2_KA_A,MT_R0_KA_A,,,,Wax x45,Ignis Crystal x65,,,,45,65,0,0,0,,"- Ancient Volcano Spear: Wax x45, Ignis Crystal x65 (Rare Smithy)"
242,RECIPE_0243,Spear_11_28,Volcano Spear,Spear_15_42,Volcano Aram,14,Rare,RARE,MT_R3_KA_A,MT_R0_KA_A,,,,Luminescent Oil x35,Ignis Crystal x135,,,,35,135,0,0,0,,"- Volcano Spear: Luminescent Oil x35, Ignis Crystal x135 (Rare Smithy)"
243,RECIPE_0244,Spear_07_16,Ancient Firma Spear,Spear_11_29,Firma Spear,10,Rare,RARE,MT_R2_DO_A,MT_R0_DO_A,,,,Leather x45,Terra Crystal x65,,,,45,65,0,0,0,,"- Ancient Firma Spear: Leather x45, Terra Crystal x65 (Rare Smithy)"
244,RECIPE_0245,Spear_11_29,Firma Spear,Spear_15_43,Firma Aram,14,Rare,RARE,MT_R3_DO_A,MT_R0_DO_A,,,,Whetstone x35,Terra Crystal x135,,,,35,135,0,0,0,,"- Firma Spear: Whetstone x35, Terra Crystal x135 (Rare Smithy)"
245,RECIPE_0246,Spear_07_17,Ancient Platinum Spear,Spear_11_30,Platinum Spear,10,Rare,RARE,MT_R2_KIN_A,MT_R0_KIN_A,,,,Obsidian x45,Aes Crystal x65,,,,45,65,0,0,0,,"- Ancient Platinum Spear: Obsidian x45, Aes Crystal x65 (Rare Smithy)"
246,RECIPE_0247,Spear_11_30,Platinum Spear,Spear_15_44,Platinum Aram,14,Rare,RARE,MT_R3_KIN_A,MT_R0_KIN_A,,,,Ancient Jewel x35,Aes Crystal x135,,,,35,135,0,0,0,,"- Platinum Spear: Ancient Jewel x35, Aes Crystal x135 (Rare Smithy)"
247,RECIPE_0248,Spear_07_18,Ancient Seiche Spear,Spear_11_31,Seiche Spear,10,Rare,RARE,MT_R2_SUI_A,MT_R0_SUI_A,,,,Beast Hide x45,Unda Crystal x65,,,,45,65,0,0,0,,"- Ancient Seiche Spear: Beast Hide x45, Unda Crystal x65 (Rare Smithy)"
248,RECIPE_0249,Spear_11_31,Seiche Spear,Spear_15_45,Seiche Aram,14,Rare,RARE,MT_R3_SUI_A,MT_R0_SUI_A,,,,Icelight x35,Unda Crystal x135,,,,35,135,0,0,0,,"- Seiche Spear: Icelight x35, Unda Crystal x135 (Rare Smithy)"
249,RECIPE_0250,Spear_09_92,Supra Harpoon,Spear_15_93,Lucis Harpoon,14,Rare,RARE,MT_R3_SUI_A,MT_R0_SUI_A,,,,Icelight x35,Unda Crystal x135,,,,35,135,0,0,0,,"- Supra Harpoon: Icelight x35, Unda Crystal x135 (Rare Smithy)"
250,RECIPE_0251,Rapier_01_01,Fleuret,Rapier_01_02,Rapier,1,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x30,,,,,30,0,0,0,0,,- Fleuret: Terra Crystal x30 (Common Smithy)
251,RECIPE_0252,Rapier_01_01,Fleuret,Rapier_01_03,Ignis Rapier,1,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x30,,,,,30,0,0,0,0,,- Fleuret: Ignis Crystal x30 (Common Smithy)
252,RECIPE_0253,Rapier_01_02,Rapier,Rapier_03_04,Dress Sword,2,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x80,,,,,80,0,0,0,0,,- Rapier: Natura Crystal x80 (Common Smithy)
253,RECIPE_0254,Rapier_01_02,Rapier,Rapier_04_07,Grand Dress Sword,3,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x105,,,,,105,0,0,0,0,,- Rapier: Unda Crystal x105 (Common Smithy)
254,RECIPE_0255,Rapier_01_02,Rapier,Rapier_03_06,Estoc,2,Common,COMMON,MT_R0_KA_A,MT_R1_KIN_A,,,,Ignis Crystal x40,Ore Fragment x15,,,,40,15,0,0,0,,"- Rapier: Ignis Crystal x40, Ore Fragment x15 (Common Smithy)"
255,RECIPE_0256,Rapier_01_03,Ignis Rapier,Rapier_03_04,Dress Sword,2,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x80,,,,,80,0,0,0,0,,- Ignis Rapier: Aes Crystal x80 (Common Smithy)
256,RECIPE_0257,Rapier_01_03,Ignis Rapier,Rapier_03_05,Terra Dress Sword,2,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x80,,,,,80,0,0,0,0,,- Ignis Rapier: Terra Crystal x80 (Common Smithy)
257,RECIPE_0258,Rapier_01_03,Ignis Rapier,Rapier_03_06,Estoc,2,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x16,Ignis Crystal x16,Terra Crystal x16,Aes Crystal x16,Unda Crystal x16,16,16,16,16,16,,"- Ignis Rapier: Natura Crystal x16, Ignis Crystal x16, Terra Crystal x16, Aes Crystal x16, Unda Crystal x16 (Common Smithy)"
258,RECIPE_0259,Rapier_03_04,Dress Sword,Rapier_05_08,Silver Fleuret,4,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x130,,,,,130,0,0,0,0,,- Dress Sword: Ignis Crystal x130 (Common Smithy)
259,RECIPE_0260,Rapier_03_04,Dress Sword,Rapier_05_09,Xiphos,4,Common,COMMON,MT_R0_DO_A,MT_R1_DO_A,,,,Terra Crystal x65,Bone Shard x25,,,,65,25,0,0,0,,"- Dress Sword: Terra Crystal x65, Bone Shard x25 (Common Smithy)"
260,RECIPE_0261,Rapier_04_07,Grand Dress Sword,Rapier_05_08,Silver Fleuret,4,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x105,,,,,105,0,0,0,0,,- Grand Dress Sword: Ignis Crystal x105 (Common Smithy)
261,RECIPE_0262,Rapier_04_07,Grand Dress Sword,Rapier_05_09,Xiphos,4,Common,COMMON,MT_R0_DO_A,MT_R1_DO_A,,,,Terra Crystal x55,Bone Shard x20,,,,55,20,0,0,0,,"- Grand Dress Sword: Terra Crystal x55, Bone Shard x20 (Common Smithy)"
262,RECIPE_0263,Rapier_03_05,Terra Dress Sword,Rapier_06_10,Grand Silver Fleuret,5,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x155,,,,,155,0,0,0,0,,- Terra Dress Sword: Unda Crystal x155 (Common Smithy)
263,RECIPE_0264,Rapier_03_05,Terra Dress Sword,Rapier_05_08,Silver Fleuret,4,Unda,SUI,MT_R1_SUI_A,MT_R0_SUI_A,,,,Scale x20,Unda Crystal x80,,,,20,80,0,0,0,,"- Terra Dress Sword: Scale x20, Unda Crystal x80 (Unda Smithy)"
264,RECIPE_0265,Rapier_03_05,Terra Dress Sword,Rapier_05_09,Xiphos,4,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x30,Ignis Crystal x30,Terra Crystal x30,Aes Crystal x30,Unda Crystal x30,30,30,30,30,30,,"- Terra Dress Sword: Natura Crystal x30, Ignis Crystal x30, Terra Crystal x30, Aes Crystal x30, Unda Crystal x30 (Common Smithy)"
265,RECIPE_0266,Rapier_03_06,Estoc,Rapier_05_09,Xiphos,4,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x55,,,,,55,0,0,0,0,,- Estoc: Aes Crystal x55 (Common Smithy)
266,RECIPE_0267,Rapier_03_06,Estoc,Rapier_06_11,Grand Xiphos,5,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x155,,,,,155,0,0,0,0,,- Estoc: Terra Crystal x155 (Common Smithy)
267,RECIPE_0268,Rapier_03_06,Estoc,Rapier_05_08,Silver Fleuret,4,Common,COMMON,MT_R0_SUI_A,MT_R1_KIN_A,,,,Unda Crystal x65,Ore Fragment x25,,,,65,25,0,0,0,,"- Estoc: Unda Crystal x65, Ore Fragment x25 (Common Smithy)"
268,RECIPE_0269,Rapier_05_08,Silver Fleuret,Rapier_07_17,Ghoststeel Rapier,6,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x180,,,,,180,0,0,0,0,,- Silver Fleuret: Ignis Crystal x180 (Common Smithy)
269,RECIPE_0270,Rapier_05_08,Silver Fleuret,Rapier_08_20,Grand Ghoststeel Rapier,7,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x205,,,,,205,0,0,0,0,,- Silver Fleuret: Natura Crystal x205 (Common Smithy)
270,RECIPE_0271,Rapier_05_08,Silver Fleuret,Rapier_07_19,Fine Xiphos,6,Common,COMMON,MT_R0_DO_A,MT_R1_DO_A,,,,Terra Crystal x90,Bone Shard x30,,,,90,30,0,0,0,,"- Silver Fleuret: Terra Crystal x90, Bone Shard x30 (Common Smithy)"
271,RECIPE_0272,Rapier_06_10,Grand Silver Fleuret,Rapier_07_17,Ghoststeel Rapier,6,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x155,,,,,155,0,0,0,0,,- Grand Silver Fleuret: Ignis Crystal x155 (Common Smithy)
272,RECIPE_0273,Rapier_06_10,Grand Silver Fleuret,Rapier_08_20,Grand Ghoststeel Rapier,7,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x205,,,,,205,0,0,0,0,,- Grand Silver Fleuret: Natura Crystal x205 (Common Smithy)
273,RECIPE_0274,Rapier_06_10,Grand Silver Fleuret,Rapier_07_19,Fine Xiphos,6,Common,COMMON,MT_R0_DO_A,MT_R1_DO_A,,,,Terra Crystal x80,Bone Shard x30,,,,80,30,0,0,0,,"- Grand Silver Fleuret: Terra Crystal x80, Bone Shard x30 (Common Smithy)"
274,RECIPE_0275,Rapier_05_09,Xiphos,Rapier_07_17,Ghoststeel Rapier,6,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x180,,,,,180,0,0,0,0,,- Xiphos: Unda Crystal x180 (Common Smithy)
275,RECIPE_0276,Rapier_05_09,Xiphos,Rapier_07_18,Aes Ghoststeel Rapier,6,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x180,,,,,180,0,0,0,0,,- Xiphos: Aes Crystal x180 (Common Smithy)
276,RECIPE_0277,Rapier_05_09,Xiphos,Rapier_07_19,Fine Xiphos,6,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x40,Ignis Crystal x40,Terra Crystal x40,Aes Crystal x40,Unda Crystal x40,40,40,40,40,40,,"- Xiphos: Natura Crystal x40, Ignis Crystal x40, Terra Crystal x40, Aes Crystal x40, Unda Crystal x40 (Common Smithy)"
277,RECIPE_0278,Rapier_06_11,Grand Xiphos,Rapier_07_17,Ghoststeel Rapier,6,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x155,,,,,155,0,0,0,0,,- Grand Xiphos: Unda Crystal x155 (Common Smithy)
278,RECIPE_0279,Rapier_06_11,Grand Xiphos,Rapier_07_18,Aes Ghoststeel Rapier,6,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x155,,,,,155,0,0,0,0,,- Grand Xiphos: Aes Crystal x155 (Common Smithy)
279,RECIPE_0280,Rapier_06_11,Grand Xiphos,Rapier_07_19,Fine Xiphos,6,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x35,Ignis Crystal x35,Terra Crystal x35,Aes Crystal x35,Unda Crystal x35,35,35,35,35,35,,"- Grand Xiphos: Natura Crystal x35, Ignis Crystal x35, Terra Crystal x35, Aes Crystal x35, Unda Crystal x35 (Common Smithy)"
280,RECIPE_0281,Rapier_07_17,Ghoststeel Rapier,Rapier_09_21,Dueling Blade,8,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x230,,,,,230,0,0,0,0,,- Ghoststeel Rapier: Terra Crystal x230 (Common Smithy)
281,RECIPE_0282,Rapier_07_17,Ghoststeel Rapier,Rapier_09_22,Ignis Dueling Blade,8,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x230,,,,,230,0,0,0,0,,- Ghoststeel Rapier: Ignis Crystal x230 (Common Smithy)
282,RECIPE_0283,Rapier_08_20,Grand Ghoststeel Rapier,Rapier_09_21,Dueling Blade,8,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x205,,,,,205,0,0,0,0,,- Grand Ghoststeel Rapier: Terra Crystal x205 (Common Smithy)
283,RECIPE_0284,Rapier_08_20,Grand Ghoststeel Rapier,Rapier_09_22,Ignis Dueling Blade,8,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x205,,,,,205,0,0,0,0,,- Grand Ghoststeel Rapier: Ignis Crystal x205 (Common Smithy)
284,RECIPE_0285,Rapier_07_18,Aes Ghoststeel Rapier,Rapier_09_21,Dueling Blade,8,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x230,,,,,230,0,0,0,0,,- Aes Ghoststeel Rapier: Natura Crystal x230 (Common Smithy)
285,RECIPE_0286,Rapier_07_18,Aes Ghoststeel Rapier,Rapier_09_23,Unda Dueling Blade,8,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x230,,,,,230,0,0,0,0,,- Aes Ghoststeel Rapier: Unda Crystal x230 (Common Smithy)
286,RECIPE_0287,Rapier_07_19,Fine Xiphos,Rapier_09_24,Koncerz,8,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x230,,,,,230,0,0,0,0,,- Fine Xiphos: Unda Crystal x230 (Common Smithy)
